product_name	packaging	brands	categories_tags	ingredients_text	nutriscore_grade	ecoscore_grade
Ice Cream Sandwiches		Prairie Farms Dairy  Inc.	en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams,en:ice-cream-sandwiches	bleached wheat flour, sugar, palm oil, high fructose corn syrup, modified corn starch, salt, baking soda, vanilla, soy lecithin.	d	c
Premium ice cream bars			en:desserts,en:frozen-foods,en:frozen-desserts	soybean oil, coconut oil, sugar, nonfat dry milk, soy lecithin, artificial flavor, peppermint bark (sugar, corn syrup, palm kernel oil, palm oil, whey, milk powder, soy lecithin, salt, red #40, peppermint oil).	d	unknown
Premium ice cream bars			en:desserts,en:frozen-foods,en:frozen-desserts	coconut oil, sugar, chocolate liquor, cocoa, nonfat milk, soy lecithin, vanilla.	d	unknown
Reduced fat vanilla ice cream topped with a chocolate flavored coating			en:desserts,en:frozen-foods,en:frozen-desserts	Milk, nonfat milk solids, sugar, corn syrup, high fructose corn syrup, whey, stabilized and emulsified by mono and diglyceridies, guar gum, cellulose gum and carrageenan, artificial flavor, vegetable annatto color and vitami	d	unknown
Vanilla ice cream topped with a chocolate flavored coating bars			en:desserts,en:frozen-foods,en:frozen-desserts	Sugar, coconut oil, partially hydrogenated soybean oil, alkalized cocoa, milk, whey, cocoa butter, cocoa, soybean oil, hydrogenated palm oil, palm kernel oil, soy lecithin natural and artificial flavor.	e	unknown
Original vanilla ice cream between chocolate wafers sandwiches			en:desserts,en:frozen-foods,en:frozen-desserts	ble	d	unknown
Neapolitan Ice Cream Sandwiches			en:desserts,en:frozen-foods,en:frozen-desserts	bleached wheat flour, sugar, caramel color, corn sugar, vegetable shortening (partially hydrogenated oils; soybean, cottonseed), corn flour, corn syrup, cocoa, modified corn starch, salt, baking soda, mono and diglycerides, soy lecithin.	d	unknown
Ice cream sandwich			en:desserts,en:frozen-foods,en:frozen-desserts	bleached wheat flour, sugar, caramel color, corn sugar, palm oil, corn flour, cocoa, high fructose corn syrup, corn syrup, modified corn starch, baking soda, salt, mono and diglycerides, and soy lecithin.	d	unknown
chocolate eclair			en:desserts,en:frozen-foods,en:frozen-desserts	coconut oil, bleached wheat flour, sugar, vegetable shortening (partially hydrogenated oils: soybean, cottonseed), caramel color, salt, cocoa, corn syrup, baking soda, artificial flavor, soy lecithin.	d	unknown
Rootbeer, banana, lime, grape, orange & cherry ice cream coated with a quiescently frozen confection pops			en:desserts,en:frozen-foods,en:frozen-desserts	milkfat and nonfat milk, sugar, corn syrup, high fructose corn syrup, whey, stabilized and emulsified by mono and diglycerides, guar gum, cellulose gum and carrageenan, artificial flavor and vegetable annatto color.	c	unknown
Ice cream			en:desserts,en:frozen-foods,en:frozen-desserts	sugar, wheat flour, vegetable shortening (partially hydrogenated oils: soybean, cottonseed), alkalized cocoa, high fructose corn syrup, corn sugar, corn starch, baking soda, salt, caramel color, whey, ammonium bicarbonate, soy lecithin, natural and artificial flavor.	d	unknown
Perdue, oven ready whole seasoned roaster		Perdue	en:meats-and-their-products,en:meats,en:poultries	Dextrose, modified food starch, onion, maltodextrin, natural flavor, garlic, cottonseed oil, dried carrot, xanthan gum, dried parsley, calcium chloride, potassium chloride, carrageenan	c	unknown
Chicken breasts boneless and skinless	Frozen	Perdue Harvestland	en:meats-and-their-products,en:frozen-foods,en:meats,en:chicken-and-its-products,en:poultries,en:chickens,en:chicken-breasts,en:frozen-poultry	Boneless skinless chicken breasts, water, salt, modified food starch, xanthan gum.	a	d
Chicken breast chunks with rib meat			en:meals	Aged cayenne red peppers, distilled vinegar, water, salt and garlic powder.	d	unknown
European chocolates chocolates		Storck,  August Storck Kg	en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:chocolate-candies,en:chocolates,en:milk-chocolates	Milk chocolate (sugar, dry whole milk, cocoa butter, chocolate liquor, lactose, soy lecithin emulsifier, natural vanilla flavor), semisweet chocolate (sugar, chocolate liquor, cocoa butter, butterfat, soy lecithin emulsifier, vanilla powder), milk chocolate (sugar, cocoa butter, dry whole milk, chocolate liquor, butterfat, soy lecithin emulsifier, natural vanilla flavor), milk chocolate (sugar, chocolate liquor, cocoa butter, dry cream, dry whole milk, soy lecithin emulsifier, natural vanilla flavor), milk chocolate (sugar, cocoa butter, dry cream, chocolate liquor, dry whole milk, lactose, soy lecithin emulsifier, natural vanilla flavor), white chocolate (sugar, cocoa butter, dry whole milk, dry cream, whey protein concentrate, lactose, dry buttermilk, soy lecithin emulsifier, salt, natural vanilla flavor), sugar, vegetable oils (from palm and shea), hazelnuts, almonds, contains less than 2% of dry buttermilk, whey protein concentrate, cocoa, nonfat dry milk, cocoa butter, anhydrous dextrose (from wheat or corn), dextrose (from wheat or corn), lactose, butterfat, fructose, coffee, glucose syrup (from wheat or corn), invert sugar (from wheat or corn), soy lecithin emulsifier, natural flavor, natural vanilla flavor, salt.	e	e
Toffifee		Storck	en:snacks,en:sweet-snacks,en:confectioneries	Sugars (sugar, glucose syrup [wheat], lactose [milk], cane sugar syrup), Modified palm oil and modified shea oil, Hazelnuts, Skim milk powder, Sorbitol syrup, Cocoa mass, Condensed partly skimmed milk, Condensed whey, Cocoa powder, Cocoa butter, Butter fat, Whey powder, Soy lecithin, Salt, Natural and artifificla flavours	e	unknown
Parboiled Brown Rice	Bag	Par Excellence,Producers Rice Mill	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:seeds,en:cereals-and-their-products,en:cereal-grains,en:rices,en:brown-rices,en:parboiled-rices	Long grain parboiled rice enriched with iron (ferric phosphate), niacin,thiamine, mononitrate & folic acid	a	d
Diced beets	Boîte de conserve ou canette, Boîte de conserve	Ligo	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:beet,fr:bettraves-en-boite	Betteraves en dés, eau, sel	b	a
Old-Fashioned Vanilla Ice Cream	Cardboard,Paperboard	Tillamook,Tillamook County Creamery Association	en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams	CREAM, SKIM MILK, MILK, SUGAR, PASTEURIZED EGG YOLKS, VANILLA EXTRACT, TARA GUM, GUAR GUM, NATURAL FLAVOR.	e	b
grapefruit juice	Bottle	Cal-Maid	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices,en:grapefruit-juices,en:juice	Water and concentrated Grapefruit Juice.	e	e
orange juice	Bottle	Cal-Maid	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices,en:concentrated-fruit-juices,en:orange-juices,en:concentrated-orange-juices	Water and Orange Juice Concentrate.	e	a
Tomato Juice	Bottle	Cal-Maid	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:plant-based-beverages,en:vegetable-based-foods-and-beverages,en:vegetables-based-foods,en:juices-and-nectars,en:vegetable-based-beverages,en:tomatoes-and-their-products,en:vegetable-juices,en:tomato-juices,en:concentrated-tomato-juices,en:juice	Water, Tomato Paste, Salt, Ascorbic Acid (Vitamin C).	c	unknown
Unsweetened Grape Juice from concentrate	Bottle	Cal - Maid	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices,en:grape-juices,en:100-juice,en:fro,en:juice,en:m-concentrate	Water, Concord Grape Juice Concentrates, Tartaric Acid, Ascorbic Acid (Vitamin C).	e	e
Grapefruit Juice	Plastic Bottle	Cal-Maid,Cal Maid	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices,en:concentrated-fruit-juices,en:grapefruit-juices,en:concentrated-grapefruit-juices,en:pink-grapefruit-juices	GRAPEFRUIT JUICE	b	e
Gouda Traditional Cheese	Green dot	M&S	en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:uncooked-pressed-cheeses,en:cheeses-of-the-netherlands,en:gouda	Gouda (_milk_).	d	d
Weichuan, dumpling sauce, hot	Glass, Bottle	Wei-Chuan, Weichuan	en:condiments,en:sauces,en:asian-sauces,en:groceries	Soy sauce (water, soybean, wheat, salt), sugar, vinegar (water, high acid vinegar (12% acidity), alcohol), blended sesame oil (soybean oil, sesame oil), water, monosodium glutamate, garlic, salt, chili extract, mustard extract.	d	unknown
Vine ripe	Can	Vine Ripe,Red Gold	en:plant-based-foods-and-beverages,en:plant-based-foods,en:condiments,en:sauces,en:pasta-sauces,en:groceries,en:tomato-suace	Tomato Concentrate (Water, Tomato Paste), Water, High Fructose Corn Syrup, Salt, Soybean Oil, Carrot Fiber, Citric Acid, Spices, Natural Flavor.	b	unknown
Mild salsa	Plastic cup with foil lid	Red Gold	en:plant-based-foods-and-beverages,en:plant-based-foods,en:condiments,en:sauces,en:dips,en:groceries,en:plant-based,en:tomato-salsa	Tomato Puree (Water, Tomato Paste), Diced Tomatoes, Jalapeno Peppers, Distilled Vinegar, Water, Less Than 2% Of: Dried Onion, Sea Salt, Salt, Sugar, Dried Garlic, Natural Flavors, Spices, Citric Acid.	b	unknown
Low sodium tomato sauce		Vine Ripe	en:condiments,en:sauces,en:tomato-sauces,en:groceries	Tomato Puree, Water, High Fructose Corn Syrup, Citric Acid, Salt, Onion Powder, Garlic Powder, Dehydrated Bell Peppers, Natural Flavors	a	b
Vine ripe	Steel-can	Vine Ripe	en:condiments,en:sauces,en:pasta-sauces,en:groceries	Tomato Concentrate, Water, High Fructose Corn Syrup, Modified Food Starch, Soybean Oil, Salt, Spices, Citric Acid, Dried Onion, Dried Garlic, Natural Flavors	b	unknown
Lollipops		Twirl Pops	en:snacks,en:sweet-snacks,en:confectioneries,en:candies,en:lollipops	Sugar, corn syrup, citric acid in fruit flavor, natural or artificial flavor, color may include one or more of the following: blue 1, blue 2, red 3, red 40, yellow 5, yellow 6.	d	b
Pastrami naturally smoked coated with spices and caramel color	Plastic	Columbus	en:meats-and-their-products,en:meats,en:prepared-meats,en:hams,en:pastrami	INGREDIENTS: BEEF, WATER, SALT, BROWN SUGAR, POTASSIUM ACETATE, POTASSIUM LACTATE, SODIUM PHOSPHATE, NATURAL FLAVORINGS, SODIUM ERYTHORBATE SODIUM NITRITE. COATED WITH SPICES, MALTODEXTRIN, SALT, CARAMEL COLOR, NATURAL FLAVORINGS, DRIED BELL PEPPER, DRIED GARLIC, DEXTROSE.	c	unknown
Swiss knight 	Carton, Frais, Emballage individuel en papier aluminium	Swiss Knight	fr:tartinade-de-fromage-fondu	Ingrédients: Fromage suiese 52% (frcmage à pâte dure et mi—dure 32 %, Grujere 20% (lait, sel, culture  bactérienne, presure) ), eau, beurre, babeurre en poudre, Citrates de sodium et de  calcium,  lait en poudre écrémé, sel.  	e	unknown
Fancy Alaskan Pink Salmon	Canned	Icy Point	en:seafood,en:canned-foods,en:fishes,en:fatty-fishes,en:canned-fishes,en:fish-and-meat-and-eggs,en:salmons,en:canned-salmons	Pink salmon fish and salt.	b	e
Torcetti crispy butter pastry			en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:pastries,en:torcetti	Wheat flour, water, butter, yeast, sugar, salt, natural and artificial flavors.	e	c
The original honey wheat berry bread	Plastic Bag	Oroweat	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:sliced-breads	Whole wheat cuts, water, unbleached enriched wheat flour [flour, malted barley flour, reduced iron, niacin, thiamin mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid], honey, soybean oil, raisin juice concentrate, yeast, wheat bran, raisins, salt, wheat germ, wheat gluten, grain vinegar, monoglycerides, calcium propionate (preservative), datem, soy lecithin, calcium sulfate, citric acid.	a	b
Almond Crush Pocky		Glico	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits	Wheat flour, sugar, almond, whole milk powder, vegetable oil (shea butter, palm oil, sunflower oil, rapeseed oil, illipe butter, sal butter), cacao mass, cocoa butter, vegetable shortening (sunflower oil, palm oil, soybean oil, coconut oil, hydrogenated palm oil,palm kernel oil, hydrogenated rapeseed oil), emulsifiers (soy lecithin, polyglycerol polyricinoleate), salt, yeast, artificial flavors, annatto, leavening agents (sodium bicarbonate).	d	d
Pocky chocolate covered biscuit sticks	Box, Card	Glico,Pocky,  Ezaki Glico Co.  Ltd.	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits	Wheat flour, sugar, almond, whole milk powder, vegetable oil (contains one or more of the following : illipe butter, sal butter, shea butter, or interesterified palm oil), chocolate liquor, cocoa butter, shortening (interesterified vegetable oil [contains one or more of the following: coconut oil, palm oil, or canola oil], emulsifier [soy lecithin, sucrose fatty acid esters]), wheat protein, salt, emulsifier (soy lecithin, polyglycerol polyricinoleate), butter, yeast, artificial flavor, coloring (annatto), leavening (sodium bicarbonate).	e	c
Pocky Strawberry	Box, Card	Glico,Pocky, Ezaki Glico Usa Corporation	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits	Ingredients: wheat flour, sugar, vegetable oil(contains one or more of the following: illipe butter, salt butter, shea butter, palm oil interesterified coconut oil, interesterified palm oil,interesterfied canola oil), whole milk powder, lactose,strawberry	e	c
Glico chocolate	Box,Card	GlicoPocky	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:chocolate-biscuits,en:stick-biscuits-covered-with-chocolate	Wheat flour, sugar, chocolate liquor, blend of vegetable oil (interesterified sunflower oil, palm oil), whole milk powder, palm oil shortening, contains 1 percent or less of: cocoa butter, salt, artificial flavors, yeast, lecithin,   leavening (sodium bicarbonate), monoglyceride, sodium hydroxide, papain.	e	d
Creamy Peanut Butter	Plastic Bottle	American	en:plant-based-foods-and-beverages,en:plant-based-foods,en:legumes-and-their-products,en:spreads,en:plant-based-spreads,en:oilseed-purees,en:legume-butters,en:peanut-butters	peanuts, dextrose, hydrogenated vegetable oil (cotton - seed and/or rapeseed), and salt, contains: peanuts	d	c
Creamy Peanut Butter	Plastikowe,PET	American,Clements Nut Co.	en:plant-based-foods-and-beverages,en:plant-based-foods,en:legumes-and-their-products,en:fats,en:legumes,en:spreads,en:plant-based-spreads,en:spreadable-fats,en:oilseed-purees,en:legume-butters,en:peanut-butters	peanuts, dextrose, hydrogenated vegetable oil (cotton seed and/or rapeseed), salt.	c	c
Greek Peperoncini	Glass, Jar	Jeff's Naturals	en:plant-based-foods-and-beverages,en:plant-based-foods,en:canned-foods,en:fruits-and-vegetables-based-foods,en:canned-plant-based-foods,en:pickles,en:vegetables-based-foods,en:canned-vegetables,en:plant-based-pickles,en:vegetable-pickles,en:pickled-peppers,en:salted-snacks	Peppers, water, organic distilled vinegar, sea salt, turmeric, beta-carotene, rosemary extract.	c	unknown
Kokuho Rose	Plastic, Bag	Kokuho Rose,Nomura & Company	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:seeds,en:cereals-and-their-products,en:cereal-grains,en:rices	  100% California Grown   Medium Grain Milled Rice (Water Polished)	a	d
Ice cream bars		Key Food	en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams,en:ice-cream-bars,en:chocolate-ice-cream-bars	Milk fat and nonfat milk, corn syrup, high fructose corn syrup, cane sugar syrup, whey, buttermilk, mono-and diglycerides, guar gum, xanthan gum, calcium sulfate, cellulose gum, vanilla and vanillin, locust bean gum, carrageenan. chocolate coating: coconut oil, sugar, whole milk powder, whey, chocolate liquor, partially hydrogenated soybean oil, soy lecithin, vanilla and salt.	d	b
Sandwiches ice cream		Key Food,  Key Food Stores Co-Operative  Inc.	en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams,en:ice-cream-sandwiches	Bleached wheat flour, sugar, caramel color, corn sugar, vegetable shortening (partially hydrogenated oils: soybean, cottonseed), yellow corn flour, cocoa, corn syrup, high fructose corn syrup, modified corn starch, baking soda, salt, mono - and diglycerides, soy lecithin.	c	b
Key food, heavy cream		Key Food,  Key Food Stores Co-Operative  Inc.	en:dairies,en:creams	Mono and diglycerides, polysorbate 80 and carrageenan.	d	b
Mini sandwiches		Key Food	en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams,en:ice-cream-sandwiches	bleached wheat flour, sugar, caramel color, corn, corn sugar, vegetable shortening (partially hydrogenated oils: soybean, cottonseed), yellow corn flour, cocoa, corn syrup, high fructose corn syrup, modified corn starch, baking soda, salt, mono - and diglycerides, soy lecithin.	d	b
Real italian ice, lemon, strawberry		J&J Snack Foods Corp	en:desserts,en:frozen-foods,en:frozen-desserts	micron filtered water, sugar, corn syrup, natural flavor, strawberry juice concentrate, citric acid, guar and xanthan gums, beet juice concentrate (for color), and caramel (for color)	b	unknown
Lemon real italian ice, lemon		J&J Snack Foods Corp	en:desserts,en:frozen-foods,en:frozen-desserts	Micron filtered water, sugar, corn syrup, citric acid, lemon juice concentrate, natural flavor, guar and xanthan gums.	b	unknown
Icee congeladas	Plástico, Bolsa, Caja, Recipiente, Congelado	Icee	en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-pops	Agua, azúcar, jarabe de maíz, saborizantes naturales y artificiales, ácido cítrico, ácido ascórbico (vitamina C), goma guar, proteína de soya modificada, azul 1.	c	b
Blue raspberry, watermelon real italian ice, blue raspberry, watermelon			en:desserts,en:frozen-foods,en:frozen-desserts	micron filtered water, sugar, corn syrup, apple juice concentrate, citric acid, natural , artificial flavor, guar and xanthan gums, and fd,c red #40,	c	unknown
Cherry sour apple blue raspberry freeze tubes, cherry sour apple blue raspberry		J&J Snack Foods Corp	en:desserts,en:frozen-foods,en:frozen-desserts	Water, syrup blend (sucrose syrup and corn syrup), sugar, artificial flavor, malic acid, citric acid, guar gum, ascorbic acid, enzyme modified soy protein, fd&c yellow #5, fd&c blue #1.	c	unknown
Creme filling churros			en:desserts,en:frozen-foods,en:frozen-desserts	Sugar, oreo basecake crumbs (unbleached enriched flour [wheat flour, niacin, reduced iron, thiamine mononitrate {vitamin b1}, riboflavin {vitamin b2}, folic acid], sugar, canola and/or palm oil, cocoa [processed with alkali], high fructose corn syrup, leavening [baking soda and/or calcium phosphate], salt, soy lecithin, chocolate, cornstarch, vanillin - an artificial flavor).	d	unknown
Lacroix sparkling water cranraspberry naturally	Can, Food can, Aluminium-tin	La Croix	en:beverages,en:carbonated-drinks,en:waters,en:carbonated-waters	Carbonated Water, Natural Flavor	b	not-applicable
Fruit-tella		Fruit-tella	en:snacks,en:sweet-snacks,en:confectioneries,en:candies,en:gummi-candies	FRUIT PUREE BLEND (APPLE PUREE, MANGO PUREE), GLUCOSE SYRUP, SUGAR, SOLUBLE CORN FIBER, PEACH JUICE CONCENTRATE, PECTIN, LESS THAN 2% OF: POTATO STARCH - MÓDIFIED, CITRIC ACID, SODIUM CITRATE, FRUIT AND VEGETABLE JUICES FOR COLOR, NATURAL FLAVORS, COCONUT OIL, BEESWAX, CARNAUBA WAX.	d	b
Plain donuts		Country Kitchen,  Lepage Bakeries  Inc.	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes	Soybean oil, dextrose, soy flour, non-fat milk powder, dried egg yolks, salt, corn flour, leavening (sodium acid pyrophosphate, baking soda, monocalcium phosphate, calcium sulfate), vegetable emulsifier (mono and diglycerides with bht and citric acid to help protect flavor), partially hydrogenated vegetable shortening (soybean and/or cottonseed oil), sodium propionate (to retard spoilage), soybean lecithin, sodium carboxmethylcellulose gum, natural and artificial flavor.	d	unknown
Powdered Donuts		Country Kitchen,  Lepage Bakeries  Inc.	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes	Soybean oil, dextrose, soy flour, non-fat milk powder, dried egg yolks, salt, corn flour, leavening (sodium acid pyrophosphate, baking soda, monocalcium phosphate, calcium sulfate), vegetable emulsifier (mono and diglycerides with bht and citric acid to help protect flavor), partially hydrogenated vegetable shortening (soybean and/or cottonseed oil), sodium propionate (to retard spoilage), soybean lecithin, sodium carboxmethylcellulose gum, natural and artificial flavor. coating contains: dextrose, corn starch, partially hydrogenated soybean and/or cottonseed oil, stearine, titanium dioxide (added for color), natural and artificial flavors.	d	unknown
Fine classic plain donuts		Country Kitchen,  Lepage Bakeries  Inc.	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes	Soybean oil, dextrose, soy flour, leavening (sodium acid pyrophosphate, baking soda, monocalcium phosphate, calcium sulphate), non-fat milk powder, dried egg yolks, salt, corn flour, vegetable emulsifier (mono and diglycerides with bht and citric acid to help protect flavor), partially hydrogenated vegetable shortening (soybean and/or cottonseed oil), sodium propionate (to retard spoilage), soybean lecithin, sodium carboxymethylcellulose gum, natural and artificial flavor.	d	unknown
Plain Powdered Fine Donuts		Country Kitchen,  Lepage Bakeries  Inc.	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes	Soybean oil, soy flour, leavening (sodium acid pyrophosphate, baking soda, monocalcium phoshate, calcium sulphate), cornstarch, non-fat milk powder, dried egg yolks, salt, corn flour, partially hydrogenated vegetable shortening (soybean and/or cottonseed oil with bha to protect flavor), vegetable emulsifier (mono and diglycerides with bht and citric acid to help protect flavor), sodium propionate (to retard spoilage), soybean lecithin, titanium dioxide, sodium carboxymethylcellulose gum, partially hydrogenated cottonseed oil flakes, natural and artificial flavor.	d	unknown
Fine cinnamon donuts		Country Kitchen,  Lepage Bakeries  Inc.	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes	Soybean oil, soy flour, leavening (sodium acid pyrophosphate, baking soda, monocalcium phosphate, calcium sulphate), non-fat milk powder, dried egg yolks, salt, corn flour, partially hydrogenated vegetable shortening (soybean and/or cottonseed oil), cornstarch, cinnamon, vegetable emulsifier (mono and diglycerides with bht and citric acid to help protect flavor), sodium propionate (to retard spoilage), soybean lecithin, sodium carboxymethylcellulose gum, natural and artificial flavor	d	unknown
Seasonal fine donuts		Country Kitchen,  Lepage Bakeries  Inc.	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes	Soybean oil, dextrose, soy flour, non-fat milk powder, dried egg yolks, salt, corn flour, leavening (sodium acid pyrophosphate, baking soda, monocalcium phosphate, calcium sulfate), vegetable emulsifier (mono and diglycerides with bht and citric acid to help protect flavor), partially hydrogenated vegetable shortening (soybean and/or cottonseed oil), sodium propionate (to retard spoilage), soybean lecithin, sodium carboxymethycellulose gum, natural and artificial flavor.	d	unknown
Fine chocolate donuts		Country Kitchen,  Lepage Bakeries  Inc.	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes	Soybean oil, soy flour, non-fat milk powder, dextrose, leavening (sodium acid pyrophosphate, baking soda), gelatinized wheat starch, salt, partially hydrogenated vegetable shortening (soybean and/or cottonseed oil with bha to protect flavor), dried egg yolks, cornstarch, whey, vegetable emulsifier (mono and diglycerides with bht and citric acid to help protect flavor), artificial flavor, sodium propionate (to retard spoilage), sodium carboxymethylcellulose gum, titanium dioxide, partially hydrogenated cottonseed oil flakes.	d	unknown
Fine chocolate powdered donuts		Country Kitchen,  Lepage Bakeries  Inc.	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes	Soybean oil, cornstarch, non-fat milk powder, soy flour, leavening (sodium acid pyrophosphate, baking soda), partially hydrogenated vegetable shortening (soybean and/or cottonseed oil with bha to protect flavor), gelatinized wheat starch, salt, dried egg yolks, whey, vegetable emulsifier (mono and diglycerides with bht and citric acid to help protect flavor), artificial flavor, titanium dioxide, sodium propionate (to retard spoilage), sodium carboxymethylcellulose gum, partially hydrogenated cottonseed oil flakes.	d	unknown
100% whole wheat bread, whole wheat		Oroweat	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads	whole wheat flour, water, wheat gluten, sugar, yeast, raisin juice concentrate, soybean oil, cultured wheat flour, salt, molasses, wheat bran, soy lecithin, grain vinegar, citric acid, soy, whey,	a	unknown
100% whole grain bread	Plastic	Brownberry	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads	Whole wheat flour, water, sugar, wheat gluten, almonds (nuts), hazelnuts (filberts), sunflower seeds, cellulose fiber, yeast, bulgur wheat, whole wheat flakes, sea salt, grain vinegar, raisin juice concentrate, preservatives (calcium propionate, sorbic acid), monoglycerides, soybean oil, datem, natural black walnut flavor, reb a (stevia leaf sweetener), soy lecithin, salt, calcium sulfate.	a	unknown
Raw seasoned stuffed chicken breast	Plastique, Carton, Frais, Carton et emballage individuel sous-vide	Barber Foods	fr:poulet-prepare-a-cuire	POITRINE DE POULET, PRODUIT DE FROMAGE (Chedddar/Mozzarella/Brie)  (LAIT, CULTURE BACTÉRIENNE, SEL, ENZYMES], EAU, LACTOSERUM, BEURRE, CASÉINE-PRÉSURE, PHOSPHATES DE SODIUM, COTRATE DE SODIUM, SEL, AMIDON DE MAIS MODIFIE), EAU, POMMES (POMMES ET SUCRE), SAUCE AU POIRE (POIRES SÉCHÉES AU SOLEIL, SUCRE, DIOXYDE DE SOUFRE), CANNEBERGES SUCREES ET SÉCHÉES (CANNEBERGES, SUCRE, HUILE DE TOURNESOL), FARINE DE BLÉ ENRICHIE, FÉCULE DE POMME DE TERRE, OIGNONS, FARINE DE BLÉ ENRICHIE  BLANDHIE, CONCENTRÉ DE JUS DE POMME, AMIDON DE MAÏS MODIFIÉ, SEL, SUCRE, FARINE DE RIZ, EXTRAIT DE LEVURE, CARBONATE DE SODIUM,  AIL DÉSHYDRATE, ÉPICES, LEVURE, MALTODEXTRINE, POIVRON ROUGE DÉSHYDRATÉ, DEXTRINE, GLUTEN DE BLÉ HYDROLYSÉ, CIBOULETTES DÉSHYDRATÉES, SEL MARIN, BOUILLON DE POULET, DEXTROSE, ARÔMES NATURELS, ACIDE CITRIQUE, GOMME CELLULOSE MODIFIÉE, ALGINATE DE SODIUM, POUDRE À PÂTE, BETTERAVE EN POUDRE, ARÔME NATUREL DE BEURRE, GQMME XANTHANE: ROCOU ET CURCUMA, HUILE DE SOYA, HUILE DE CANOLA, GRAS DE POULRT, EXTRAITS SECS DE SIROP DE MAÏS HYDROLYSÉ, CONCENTRÉ DE JUS DE CITRON. PRÉ-BRUNI DANS L'HUILE CANOLA/SOYA.	c	unknown
Incredisauce	Squeeze bottle	Trader Joe's	en:condiments,en:sauces,en:mustard-sauce	water, cane sugar, soybean oil, mustard (distilled white vinegar, water, mustard seed, sea salt, turmeric, ground clove), apple cider vinegar, natural smoke flavor, cornstarch, egg yolks, salt, distilled white vinegar, tomato paste, garlic powder, onion powder, lemon juice concentrate, xanthan gum, ground mustard seed, rosemary extract (to preserve), natural flavor, turmeric, paprika oleoresin for color	e	b
Ezekiel sprouted grain english muffins	Cartón con plastico	Food For Life,Ezekiel	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:special-breads,en:english-muffins,en:baked-goods,en:grain-products	organic sprouted wheat, filtered water, organic sprouted barley, organic sprouted millet, organic malted barley, organic sprouted lentils, organic sprouted soybeans, organic sprouted spelt, fresh yeast, organic wheat gluten, sea salt,	a	b
Ezekiel cinnamon raisin bread	Fresh, fr:en sac	Food for Life Baking Co Inc, Food For Life	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:pain-grains-germes-entiers	Organic sprouted wheat, filtered water, organic raisins, organic sprouted barley, organic sprouted millet, organic malted barley, organic sprouted lentils, organic sprouted soybean, organic sprouted spelt, fresh yeast, organic wheat gluten, se salt, organic cinnamon.	a	unknown
